"CPC21code","CPC21title"
"91133","Public administrative services related to mining and mineral resources, manufacturing and construction"
"91134","Public administrative services related to transport and communications"
"91135","Public administrative services related to the distributive and catering trades, hotels and restaurants"
"91136","Public administrative services related to tourism affairs"
"91137","Public administrative services related to multipurpose development projects"
"91138","Public administrative services related to general economic, commercial and labour affairs"
"9119","Other administrative services of the government"
"91191","Administrative services related to government personnel"
"91199","Other administrative services of the government n.e.c."
"912","Public administrative services provided to the community as a whole"
"9121","Public administrative services related to external affairs, diplomatic and consular services abroad"
"91210","Public administrative services related to external affairs, diplomatic and consular services abroad"
"9122","Services related to foreign economic aid"
"91220","Services related to foreign economic aid"
"9123","Services related to foreign military aid"
"91230","Services related to foreign military aid"
"9124","Military defence services"
"91240","Military defence services"
"9125","Civil defence services"
"91250","Civil defence services"
"9126","Police and fire protection services"
"91260","Police and fire protection services"
"9127","Public administrative services related to law courts"
"91270","Public administrative services related to law courts"
"9128","Administrative services related to the detention or rehabilitation of criminals"
"91280","Administrative services related to the detention or rehabilitation of criminals"
"9129","Public administrative services related to other public order and safety affairs"
"91290","Public administrative services related to other public order and safety affairs"
"913","Administrative services related to compulsory social security schemes"
"9131","Administrative services related to sickness, maternity or temporary disablement benefit schemes"
"91310","Administrative services related to sickness, maternity or temporary disablement benefit schemes"
