name,reference product,ISIC rev.4 ecoinvent,CPC,EcoSpold01Categories,temporal_tag,tag_confidence,tag_notes,lifetime,age distribution type,loc,scale,minimum,maximum,param_confidence,param_notes
"high-grade gallium production, from low-grade gallium","gallium, high-grade",2420:Manufacture of basic precious and other non-ferrous metals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",metals/extraction,throughput_process,0.9,Metal upgrading/refining process (gallium).,50,,,,,,,
"lithium production, lithium chloride electrolysis",lithium,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",metals/extraction,throughput_process,0.9,Lithium production process (electrolysis output).,50,,,,,,,
"treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration","heat, for reuse in municipal waste incineration only",3821:Treatment and disposal of non-hazardous waste,17300: Steam and hot water,,end_of_life,0.99,rule-based market/EoL pattern,,,,,,,,
natural gas liquids production,"helium, crude",3520:Manufacture of gas; distribution of gaseous fuels through mains,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",natural gas/production,throughput_process,0.9,Natural gas liquids production (processing of extracted gas liquids).,50,,,,,,,
toluene diisocyanate production,"hydrochloric acid, without water, in 30% solution state",2013:Manufacture of plastics and synthetic rubber in primary forms,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",plastics/monomers,throughput_process,0.9,Chemical production (toluene diisocyanate manufacturing).,50,,,,,,,
"fibre production, viscose",sulfuric acid,2030:Manufacture of man-made fibres,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",textiles/production,throughput_process,0.9,Fibre production process (viscose manufacturing).,50,,,,,,,
"sodium metasilicate pentahydrate production, 58% active substance, powder","sodium metasilicate pentahydrate, 58% active substance, powder","2023:Manufacture of soap and detergents, cleaning and polishing preparations, pe","34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",washing agents/builders,throughput_process,0.9,Chemical production (sodium metasilicate manufacturing).,50,,,,,,,
"layered sodium silicate production, SKS-6, powder","layered sodium silicate, SKS-6, powder","2023:Manufacture of soap and detergents, cleaning and polishing preparations, pe","34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",washing agents/builders,throughput_process,0.9,Chemical production (layered sodium silicate SKS-6).,50,,,,,,,
"smelting and refining of nickel concentrate, 16% Ni",sulfuric acid,2420:Manufacture of basic precious and other non-ferrous metals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Smelting/refining process (nickel concentrate).,50,,,,,,,
"cobalt metal production, from copper mining, via electrolysis, economic allocation",cobalt,2420:Manufacture of basic precious and other non-ferrous metals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Cobalt production via electrolysis (metal production process).,50,,,,,,,
"chlor-alkali electrolysis, average production",potassium hydroxide,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Chlor-alkali electrolysis production process (chemical manufacturing).,50,,,,,,,
"chlor-alkali electrolysis, diaphragm cell","sodium hydroxide, without water, in 50% solution state",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Chemical production process (chlor-alkali electrolysis) — manufacturing activity,50,,,,,,,
tetrafluoroethylene production,"hydrochloric acid, without water, in 30% solution state",2013:Manufacture of plastics and synthetic rubber in primary forms,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Chemical production (tetrafluoroethylene) — steady-state manufacturing process,50,,,,,,,
"phosphorus oxychloride production, from phosphorus pentachloride",phosphorus oxychloride,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Manufacture of phosphorus oxychloride from PCl5 — chemical production,50,,,,,,,
iodine production,iodine,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Iodine production — chemical manufacturing process,50,,,,,,,
"silicon production, electronics grade",silicon tetrachloride,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Electronics-grade silicon production — manufacturing process,50,,,,,,,
"chlor-alkali electrolysis, membrane cell",potassium hydroxide,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Chlor-alkali electrolysis (membrane) — chemical production process,50,,,,,,,
sodium hydrosulfide production,sodium hydrosulfide,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Sodium hydrosulfide production — chemical manufacturing,50,,,,,,,
"chlor-alkali electrolysis, average production","hydrochloric acid, without water, in 30% solution state",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Average chlor-alkali production — manufacturing process,50,,,,,,,
phenyl isocyanate production,"hydrochloric acid, without water, in 30% solution state",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Phenyl isocyanate production — chemical manufacturing process,50,,,,,,,
"chlorine production, liquid","chlorine, liquid",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Liquid chlorine production — chemical production activity,50,,,,,,,
"electrolysis of magnesium chloride, from zirconium sponge production","chlorine, for reuse in zirconium and hafnium tetrachloride production",2420:Manufacture of basic precious and other non-ferrous metals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Electrolysis of MgCl2 in metal production context — process operation,50,,,,,,,
"phosphorus oxychloride production, from phosphorus trichloride",phosphorus oxychloride,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Phosphorus oxychloride from PCl3 — chemical manufacturing process,50,,,,,,,
sulfuric acid production,sulfuric acid,2012:Manufacture of fertilizers and nitrogen compounds,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Sulfuric acid production — industrial chemical manufacturing,50,,,,,,,
chlorosulfonic acid production,chlorosulfonic acid,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Chlorosulfonic acid production — chemical production process,50,,,,,,,
"hexamethylene-1,6-diisocyanate production","hydrochloric acid, without water, in 30% solution state",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Hexamethylene diisocyanate production — chemical manufacturing,50,,,,,,,
"carbon fiber production, fiber winding and unwinding","carbon fiber, unwound",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Carbon fiber winding/unwinding — production process step,50,,,,,,,
"lithium brine production, sulfate removal, from Salar de Cauchari-Olaroz","lithium brine, sulfate-free",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Lithium brine sulfate removal — extraction/processing operation,50,,,,,,,
lithium hexafluorophosphate production,lithium hexafluorophosphate,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Lithium hexafluorophosphate production — chemical manufacturing,50,,,,,,,
"hydrochloric acid production, Mannheim process","hydrochloric acid, without water, in 30% solution state",2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Hydrochloric acid production (Mannheim) — chemical production process,50,,,,,,,
zinc sulfide production,sulfuric acid,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Zinc sulfide production — chemical/mineral production process,50,,,,,,,
"copper production, cathode, solvent extraction and electrowinning process",sulfuric acid,2420:Manufacture of basic precious and other non-ferrous metals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Copper cathode production (SX-EW) — metallurgical production process,50,,,,,,,
barite production,barite,0729:Mining of other non-ferrous metal ores,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Barite production — mining/mineral processing operation,50,,,,,,,
"electrolysis of magnesium chloride, from hafnium sponge production","chlorine, for reuse in zirconium and hafnium tetrachloride production",2420:Manufacture of basic precious and other non-ferrous metals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Electrolysis of MgCl2 in hafnium production — processing operation,50,,,,,,,
sodium hexafluorophosphate production,sodium hexafluorophosphate,2011:Manufacture of basic chemicals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Sodium hexafluorophosphate production — chemical manufacturing,50,,,,,,,
"zirconium and hafnium tetrachloride production, from zircon",silicon tetrachloride,2420:Manufacture of basic precious and other non-ferrous metals,"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",,throughput_process,0.9,Zirconium/hafnium tetrachloride from zircon — chemical production process,50,,,,,,,
